0.049609,0.049068,0.045812,0.054832,0.059258,0.055377,0.052629,0.049898,0.046482,0.048583,0.060014,0.056305,0.054664,0.051292,0.048387,0.045752,0.043680,0.054847,0.056917,0.054497,0.053717,0.050431,0.047731,0.046420,0.043381,0.045290,0.057518,0.056834,0.054627,0.053014,0.051556,0.049978,0.048517,0.047783,0.045209,0.049964,0.058251,0.055888,0.056563,0.054969,0.055622,0.054353,0.053203,0.052428,0.052109,0.049861,0.048634,0.047903
0.047675,0.046094,0.046852,0.046345,0.046035,0.046375,0.046012,0.044570,0.044846,0.045033,0.047002,0.045352,0.047257,0.046365,0.046291,0.046341,0.048207,0.046990,0.048965,0.048646,0.049430,0.051460,0.051449,0.051249,0.051936,0.052973,0.053504,0.054322,0.055598,0.056656,0.057724,0.059911,0.059588,0.061104,0.056720,0.047173,0.047216,0.048277,0.050702,0.051643,0.053813,0.055016,0.055977,0.058088,0.058255,0.058393,0.052822,0.047817
0.048425,0.052297,0.054558,0.056478,0.058418,0.060545,0.063063,0.051862,0.047425,0.051517,0.052816,0.055945,0.057307,0.055640,0.044195,0.049373,0.050384,0.054632,0.055321,0.060166,0.046942,0.046408,0.049951,0.053207,0.056096,0.058292,0.046120,0.046486,0.050680,0.054073,0.058921,0.053715,0.044616,0.051255,0.052172,0.057232,0.054966,0.046013,0.048854,0.053580,0.057638,0.060052,0.048569,0.048499,0.053832,0.055896,0.060741,0.049114
0.048093,0.053631,0.056935,0.058768,0.045831,0.048800,0.052883,0.057016,0.057001,0.045515,0.049761,0.052183,0.057182,0.051787,0.045570,0.052071,0.053723,0.058488,0.048324,0.048069,0.052487,0.056164,0.057635,0.047283,0.048007,0.052338,0.055220,0.055434,0.043707,0.050039,0.050519,0.057480,0.053900,0.046006,0.049710,0.052889,0.057549,0.054907,0.043545,0.049518,0.052701,0.057500,0.055213,0.044030,0.047001,0.050706,0.054317,0.055941
0.046888,0.046610,0.050350,0.052512,0.057998,0.054885,0.044492,0.048314,0.051409,0.052885,0.057794,0.050933,0.043242,0.048184,0.050875,0.055635,0.056579,0.055836,0.043638,0.046916,0.048818,0.052873,0.054284,0.057382,0.057156,0.046892,0.045005,0.048797,0.049774,0.053779,0.054221,0.057098,0.054295,0.052675,0.047132,0.046986,0.048043,0.049712,0.052120,0.053253,0.054135,0.055500,0.057610,0.058898,0.053667,0.045919,0.045545,0.046860
0.049753,0.048106,0.049928,0.050418,0.051016,0.052438,0.053400,0.054454,0.055251,0.055302,0.055990,0.056341,0.056546,0.057452,0.058140,0.057299,0.055828,0.056074,0.056492,0.056270,0.057043,0.056619,0.056097,0.055110,0.056483,0.055580,0.055351,0.053314,0.054496,0.052874,0.053394,0.052470,0.050158,0.050325,0.050787,0.047565,0.046407,0.045020,0.045093,0.044892,0.043599,0.047715,0.055933,0.055631,0.055452,0.055292,0.052786,0.052490
0.047611,0.048878,0.045813,0.045571,0.044404,0.055814,0.056989,0.054868,0.052567,0.051803,0.049223,0.048117,0.045077,0.050934,0.057274,0.056323,0.054070,0.049899,0.046941,0.045645,0.042009,0.053962,0.057113,0.054608,0.049620,0.047803,0.043140,0.051286,0.057917,0.052322,0.050635,0.048410,0.046117,0.055152,0.058045,0.053389,0.050827,0.046048,0.048709,0.057335,0.055177,0.051370,0.047770,0.045890,0.056587,0.055809,0.051749,0.047920
0.045611,0.055678,0.056421,0.052619,0.048572,0.046328,0.055607,0.056391,0.052168,0.048781,0.042668,0.056475,0.054888,0.052558,0.046706,0.052074,0.058480,0.053521,0.050399,0.046212,0.044208,0.056145,0.052809,0.050779,0.044162,0.053700,0.057810,0.052027,0.049285,0.044379,0.052630,0.056699,0.051667,0.048635,0.043828,0.057423,0.055301,0.052442,0.046579,0.050643,0.059678,0.054205,0.052135,0.048300,0.049936,0.058066,0.054369,0.052559
0.045654,0.050821,0.058702,0.055983,0.051422,0.046796,0.045873,0.056639,0.057345,0.053126,0.050329,0.046299,0.046232,0.055690,0.054362,0.051843,0.049587,0.045862,0.049587,0.057133,0.054997,0.051985,0.050251,0.047528,0.045125,0.057328,0.056898,0.053844,0.051688,0.049258,0.046519,0.047765,0.058693,0.058721,0.056527,0.054647,0.052619,0.048954,0.047361,0.042952,0.052735,0.060174,0.055874,0.055789,0.053562,0.051754,0.048853,0.049659
0.052470,0.045924,0.048573,0.056245,0.058772,0.058715,0.057436,0.056223,0.054697,0.053976,0.052076,0.051946,0.050212,0.049677,0.049199,0.048602,0.047144,0.047491,0.046140,0.047349,0.046205,0.045822,0.043887,0.047634,0.045901,0.051122,0.045918,0.043476,0.045555,0.045615,0.045330,0.046226,0.046462,0.047507,0.047826,0.048877,0.048268,0.050607,0.050079,0.052047,0.051840,0.054271,0.053806,0.055871,0.054731,0.057018,0.056082,0.058790
0.053758,0.062866,0.059383,0.051799,0.044736,0.048127,0.049412,0.052133,0.051720,0.053065,0.055735,0.056949,0.059219,0.051983,0.043616,0.048731,0.050427,0.052771,0.052691,0.054390,0.057051,0.057821,0.045153,0.046979,0.049810,0.052494,0.054934,0.056102,0.061394,0.052497,0.046276,0.050476,0.052267,0.056226,0.059962,0.051321,0.045082,0.051614,0.052085,0.056113,0.058788,0.056972,0.047171,0.049909,0.051986,0.055164,0.058159,0.046425
0.048588,0.051497,0.054304,0.057904,0.052958,0.046283,0.050945,0.053161,0.057488,0.051714,0.046153,0.050203,0.052611,0.057465,0.048329,0.046106,0.050857,0.053594,0.057420,0.046848,0.046576,0.052336,0.054610,0.060030,0.049955,0.046240,0.053251,0.055340,0.056870,0.046444,0.048329,0.052761,0.056726,0.055834,0.046226,0.050016,0.053254,0.058507,0.054297,0.045361,0.050562,0.053582,0.057697,0.045968,0.047227,0.050643,0.055152,0.057668
0.051238,0.046460,0.054074,0.055096,0.057905,0.044071,0.048040,0.051638,0.055089,0.059228,0.049184,0.045099,0.053218,0.054518,0.059421,0.051353,0.044896,0.049577,0.051769,0.057015,0.055581,0.045321,0.047265,0.050897,0.053913,0.058412,0.058763,0.046784,0.047422,0.049830,0.053971,0.055605,0.058397,0.055653,0.045765,0.048486,0.050570,0.052797,0.054078,0.056913,0.054288,0.045849,0.046378,0.049288,0.050840,0.054698,0.055175,0.058890
0.055185,0.044856,0.045358,0.046740,0.048328,0.049181,0.051804,0.053819,0.056018,0.056318,0.057413,0.054196,0.047234,0.044129,0.043531,0.046031,0.047739,0.049207,0.050877,0.050924,0.051661,0.052542,0.054079,0.054285,0.055975,0.055361,0.055691,0.056282,0.056913,0.056266,0.057084,0.055570,0.057670,0.057705,0.056669,0.057829,0.057544,0.057367,0.057035,0.056392,0.055357,0.054126,0.056054,0.054386,0.055114,0.052542,0.052983,0.050974
0.049794,0.049431,0.049348,0.047730,0.047722,0.046096,0.047074,0.044079,0.046851,0.056343,0.056664,0.056389,0.055721,0.054078,0.051212,0.049482,0.048562,0.047421,0.045340,0.047327,0.055177,0.058276,0.056904,0.054350,0.051941,0.049033,0.047057,0.044610,0.051279,0.057190,0.054466,0.052752,0.050828,0.048798,0.045323,0.048461,0.057873,0.055123,0.055094,0.050228,0.048223,0.041887,0.049703,0.056202,0.054520,0.051558,0.047775,0.046156
0.053874,0.057565,0.053761,0.052402,0.047667,0.049315,0.058616,0.054728,0.052023,0.048900,0.045455,0.054313,0.058475,0.051816,0.050691,0.045170,0.052087,0.057632,0.053502,0.050219,0.047324,0.056135,0.057431,0.052832,0.050145,0.044022,0.047802,0.057127,0.051909,0.049239,0.043038,0.052209,0.056275,0.052827,0.047537,0.047750,0.058786,0.053820,0.050059,0.046202,0.048014,0.058234,0.052940,0.050818,0.044756,0.050310,0.058537,0.051973
0.051712,0.044481,0.056140,0.055770,0.052690,0.048174,0.044473,0.056004,0.057036,0.050969,0.047752,0.045984,0.056151,0.054651,0.052534,0.047903,0.042633,0.050172,0.058658,0.051888,0.050747,0.045410,0.055343,0.055839,0.053352,0.050521,0.047727,0.045542,0.056498,0.055603,0.052688,0.050537,0.047819,0.047444,0.059292,0.056106,0.054382,0.049736,0.049035,0.043552,0.048976,0.059050,0.055075,0.053500,0.049382,0.047450,0.044580,0.048373
