0.579141,0.575494,0.566356,0.568577,0.578662,0.581172,0.574570,0.571003,0.574396,0.576069,0.571930,0.568735,0.571028,0.574443,0.575103,0.575354,0.576911,0.576864,0.573827,0.571225,0.571638,0.573132,0.573162,0.571849,0.570310,0.569184,0.568931,0.568843,0.566919,0.563230,0.560957,0.561311,0.560990,0.557955,0.555267,0.555033,0.553524,0.547667,0.541558,0.540242,0.541062,0.537713,0.529542,0.520598,0.512751,0.505777,0.500888,0.497990,0.492768,0.482739,0.472723,0.467745,0.464098,0.455015,0.442380,0.434522,0.433548,0.432743,0.426799,0.418032,0.411443,0.408758,0.408472,0.408235,0.406667,0.405021,0.406131,0.409851,0.411994,0.410374,0.408689,0.410871,0.414848,0.416275,0.415573,0.416286,0.418615,0.419786,0.419535,0.420308,0.422566,0.424304,0.425003,0.426264,0.428549,0.430597,0.432148,0.434277,0.436901,0.438591,0.439144,0.440142,0.442504,0.445221,0.447014,0.447983,0.449068,0.450617,0.452132,0.453316,0.454796,0.457070,0.459027,0.459096,0.458286,0.459860,0.464619,0.468912,0.469682,0.469025,0.470454,0.472808,0.472350,0.469645,0.469267,0.472635,0.476075,0.476991,0.477415,0.479656,0.482366,0.483321,0.483225,0.484302,0.486991,0.490016,0.492414,0.494103,0.495311,0.496170,0.496184,0.494454,0.491672,0.490878,0.494010,0.498523,0.500300,0.499415,0.499666,0.502489,0.505135,0.505632,0.505811,0.507806,0.510620,0.512164,0.512360,0.512475,0.513207,0.514763,0.516969,0.518326,0.517101,0.514391,0.513668,0.516032,0.518474,0.518522,0.517972,0.519673,0.522780,0.523975,0.522191,0.519613,0.518677,0.519926,0.522286,0.523998,0.523861,0.522593,0.522188,0.523327,0.524707,0.525419,0.526064,0.526795,0.526526,0.525253,0.524846,0.526158,0.527649,0.528215,0.528841,0.530061,0.530686,0.530623,0.531647,0.533536,0.533336,0.530888,0.530694,0.534830,0.538544,0.537411,0.534663,0.535864,0.539855,0.541276,0.539435,0.538113,0.538416,0.538459,0.538851,0.541721,0.544900,0.543866,0.539556,0.537775,0.540338,0.543045,0.543233,0.543085,0.544039,0.544017,0.542301,0.541734,0.543557,0.544793,0.543353,0.541517,0.541638,0.542204,0.541201,0.540290,0.542194,0.545856,0.547470,0.545766,0.543703,0.544456,0.547295,0.548690,0.547111,0.544957,0.544837,0.545875,0.545975,0.545924,0.547687,0.549932,0.549688,0.547669,0.546986,0.547221,0.545579,0.543332,0.544239,0.546879,0.546595,0.544942,0.547489,0.551766,0.549576,0.543778,0.548409,0.565946
0.548448,0.555184,0.545722,0.541615,0.546320,0.547681,0.543010,0.541800,0.546419,0.548437,0.545028,0.543559,0.547506,0.550929,0.549934,0.548309,0.548720,0.548199,0.545384,0.543610,0.544190,0.544309,0.543542,0.545064,0.548712,0.549973,0.547624,0.545815,0.546973,0.548605,0.548506,0.547583,0.546420,0.544165,0.541817,0.542072,0.545028,0.547670,0.547876,0.546134,0.543975,0.543075,0.544308,0.545774,0.544527,0.541843,0.542406,0.546293,0.547703,0.544708,0.543208,0.546542,0.548644,0.543997,0.537581,0.537211,0.541518,0.543549,0.541857,0.540262,0.540227,0.540592,0.541724,0.543729,0.543865,0.541100,0.539217,0.540506,0.541384,0.539321,0.538096,0.540366,0.541619,0.538373,0.535754,0.538923,0.543077,0.540923,0.535065,0.533658,0.537550,0.540738,0.540691,0.539888,0.539448,0.538754,0.539132,0.541186,0.541254,0.537006,0.533198,0.534922,0.538733,0.538116,0.534511,0.534479,0.538136,0.539185,0.535671,0.532501,0.532864,0.534245,0.533976,0.532856,0.532209,0.532114,0.533145,0.535675,0.537441,0.535932,0.532964,0.532559,0.534439,0.534220,0.530553,0.527593,0.528936,0.532588,0.533939,0.531551,0.528355,0.528063,0.531153,0.534074,0.532874,0.528034,0.524255,0.524395,0.525806,0.524887,0.522996,0.524195,0.528295,0.530505,0.528392,0.525224,0.524926,0.527008,0.528528,0.528453,0.527600,0.526156,0.523944,0.521980,0.521327,0.521294,0.520929,0.521149,0.522815,0.523915,0.522024,0.518866,0.518444,0.520611,0.520902,0.517756,0.515395,0.517380,0.521321,0.522817,0.521290,0.518943,0.516953,0.515905,0.517169,0.520392,0.522057,0.519978,0.516870,0.516030,0.516162,0.514515,0.512516,0.513351,0.515846,0.516107,0.514230,0.514022,0.516285,0.517583,0.516149,0.514315,0.514111,0.514572,0.514465,0.513991,0.512848,0.510217,0.507626,0.508156,0.511565,0.513790,0.512762,0.511178,0.511707,0.512963,0.512603,0.511193,0.510094,0.508347,0.505037,0.502479,0.503210,0.505393,0.505269,0.503265,0.503261,0.505904,0.507329,0.505579,0.503739,0.504512,0.505719,0.504310,0.501528,0.500294,0.500023,0.498392,0.496581,0.497878,0.501557,0.502997,0.500590,0.498136,0.498786,0.500490,0.499908,0.497797,0.497276,0.498411,0.498026,0.494862,0.491955,0.492482,0.495065,0.495465,0.492466,0.489413,0.489169,0.490342,0.490439,0.489945,0.490199,0.489926,0.487967,0.486833,0.488453,0.489315,0.486451,0.484848,0.489493,0.493176,0.485772,0.475658,0.484943,0.517548
0.485712,0.489240,0.486020,0.483315,0.484010,0.485269,0.485131,0.484780,0.484585,0.483195,0.481265,0.481428,0.483419,0.483586,0.480951,0.479524,0.481950,0.484672,0.483183,0.479268,0.478390,0.481234,0.482854,0.480339,0.476572,0.474992,0.474969,0.474766,0.475215,0.477120,0.478114,0.476106,0.473571,0.474032,0.475976,0.475111,0.471759,0.470637,0.473021,0.474401,0.471415,0.466595,0.464149,0.464673,0.466227,0.467670,0.468778,0.469277,0.469348,0.469349,0.468512,0.466136,0.464052,0.464833,0.467493,0.468423,0.466738,0.464822,0.463512,0.461408,0.459483,0.460921,0.464791,0.465527,0.461349,0.457877,0.459775,0.463562,0.463162,0.458874,0.455954,0.456790,0.459157,0.460848,0.461798,0.462164,0.461721,0.461275,0.462297,0.464817,0.466996,0.467001,0.465047,0.463873,0.466499,0.472256,0.476387,0.476237,0.476471,0.483813,0.496820,0.506320,0.507721,0.507570,0.514413,0.527362,0.538388,0.543395,0.546024,0.551301,0.560019,0.570013,0.579536,0.587926,0.594949,0.600853,0.606038,0.609946,0.611318,0.610307,0.609317,0.610570,0.613412,0.615419,0.615993,0.617163,0.620270,0.623588,0.624516,0.622832,0.620287,0.618226,0.617302,0.618177,0.620169,0.620443,0.617328,0.613467,0.612566,0.613945,0.614029,0.612521,0.612432,0.613926,0.613364,0.609840,0.607491,0.608800,0.610159,0.607393,0.602018,0.598398,0.597542,0.597341,0.596775,0.596330,0.595762,0.594518,0.593369,0.593179,0.593083,0.591896,0.590153,0.588969,0.588146,0.587035,0.585830,0.584504,0.582134,0.578852,0.576633,0.576373,0.575988,0.573362,0.569523,0.566930,0.566120,0.566050,0.566316,0.566949,0.567154,0.566149,0.564366,0.562398,0.559986,0.557320,0.555568,0.554622,0.552471,0.548843,0.547058,0.549340,0.552393,0.551412,0.547061,0.544229,0.544447,0.544259,0.541637,0.539258,0.539474,0.540097,0.538069,0.534387,0.532206,0.532088,0.532258,0.532103,0.532309,0.532394,0.531053,0.528603,0.526678,0.525787,0.525269,0.525013,0.524951,0.523617,0.519909,0.515738,0.513999,0.514226,0.513291,0.510326,0.507641,0.506529,0.505652,0.504310,0.503873,0.504781,0.505310,0.504658,0.504130,0.503752,0.501001,0.495144,0.490006,0.489584,0.492712,0.494670,0.493072,0.490048,0.488990,0.490450,0.491283,0.488062,0.481851,0.478178,0.480241,0.483858,0.482699,0.477257,0.473723,0.474142,0.473598,0.468820,0.463858,0.463950,0.468076,0.471147,0.470225,0.465630,0.459437,0.456152,0.461083,0.473750
0.458307,0.447762,0.458273,0.463819,0.458243,0.454407,0.456524,0.456498,0.452188,0.449599,0.449665,0.448346,0.446882,0.448952,0.451436,0.449411,0.445665,0.444776,0.443706,0.438826,0.435484,0.439165,0.443748,0.440698,0.434214,0.434731,0.441750,0.445434,0.442375,0.438453,0.437805,0.439035,0.441440,0.446422,0.453188,0.459602,0.466137,0.473819,0.480855,0.486646,0.495919,0.512758,0.532977,0.548361,0.556813,0.563068,0.570711,0.578550,0.584640,0.589757,0.595825,0.602731,0.607613,0.607789,0.604902,0.604526,0.609505,0.615338,0.615517,0.610127,0.605246,0.604753,0.606856,0.608235,0.607551,0.605012,0.601951,0.600616,0.601499,0.601860,0.599564,0.596517,0.595238,0.594505,0.592253,0.590188,0.590841,0.592032,0.589304,0.582937,0.578057,0.578044,0.581141,0.583163,0.581243,0.575913,0.571083,0.570199,0.571566,0.570574,0.567120,0.565823,0.567400,0.566333,0.560453,0.556054,0.558199,0.561992,0.560092,0.553991,0.550539,0.551015,0.551242,0.550047,0.549888,0.550255,0.547634,0.542112,0.537962,0.537211,0.537541,0.536788,0.535119,0.532794,0.529954,0.528384,0.529329,0.529943,0.526340,0.520063,0.516873,0.518616,0.520723,0.518751,0.513427,0.508126,0.505101,0.505372,0.508558,0.511308,0.509386,0.503089,0.497542,0.496149,0.496908,0.496568,0.494781,0.492240,0.488622,0.484976,0.484388,0.487064,0.488236,0.484537,0.479333,0.477820,0.479657,0.480602,0.478916,0.475862,0.472206,0.468570,0.467042,0.468091,0.468265,0.465294,0.462526,0.463298,0.464222,0.460400,0.454420,0.452823,0.455515,0.456397,0.453605,0.451236,0.450951,0.449642,0.446390,0.444530,0.445193,0.445148,0.442819,0.440818,0.440867,0.441192,0.440324,0.439012,0.437433,0.434784,0.432252,0.432300,0.434597,0.436439,0.437266,0.439320,0.443996,0.450658,0.458561,0.467490,0.477574,0.490059,0.505957,0.522742,0.536175,0.546672,0.558616,0.571866,0.580929,0.584991,0.590290,0.598614,0.602940,0.600280,0.599011,0.605530,0.612805,0.611591,0.605117,0.602572,0.604673,0.605844,0.605014,0.604437,0.602723,0.598257,0.595034,0.596640,0.598983,0.596759,0.592310,0.590657,0.590878,0.589568,0.587663,0.587071,0.585721,0.581995,0.578599,0.577084,0.574821,0.571580,0.571453,0.574236,0.573772,0.568928,0.566292,0.567783,0.566691,0.560758,0.557156,0.558975,0.559200,0.554072,0.549769,0.549820,0.548938,0.545036,0.543342,0.543435,0.538295,0.531483,0.535589,0.545495,0.535571,0.497206
0.529970,0.525609,0.526575,0.525195,0.522353,0.521317,0.520179,0.517166,0.515540,0.516976,0.517004,0.512630,0.508097,0.507819,0.509306,0.507894,0.503559,0.499147,0.496277,0.495715,0.497307,0.497858,0.494074,0.488575,0.487201,0.489578,0.489166,0.483971,0.479855,0.480625,0.481940,0.478870,0.473675,0.471424,0.471970,0.470967,0.466805,0.462659,0.461878,0.463724,0.464588,0.462695,0.460005,0.458489,0.456512,0.451882,0.446810,0.445314,0.446532,0.446095,0.443818,0.443621,0.445445,0.444660,0.440963,0.439965,0.443169,0.444266,0.439353,0.433653,0.433239,0.436295,0.437744,0.437487,0.438891,0.442818,0.447574,0.452206,0.456894,0.462206,0.469538,0.480216,0.493912,0.510054,0.529116,0.549314,0.565054,0.573511,0.579504,0.588067,0.596111,0.598569,0.598539,0.602238,0.607476,0.607525,0.603966,0.604398,0.608582,0.608602,0.603131,0.599943,0.602423,0.604375,0.601169,0.596543,0.594876,0.594895,0.594479,0.594628,0.595452,0.594332,0.590844,0.588230,0.587876,0.587144,0.584270,0.580835,0.578111,0.575286,0.572425,0.571235,0.571835,0.572047,0.570613,0.568414,0.566322,0.564214,0.562010,0.559757,0.557172,0.554526,0.552866,0.552108,0.550506,0.547232,0.543809,0.541954,0.541688,0.542038,0.541706,0.539188,0.534589,0.530665,0.529338,0.528494,0.525712,0.523143,0.523851,0.525200,0.522121,0.515908,0.512851,0.514044,0.513712,0.508908,0.503998,0.503001,0.503366,0.500791,0.495971,0.493034,0.493672,0.495489,0.495178,0.492067,0.488786,0.488144,0.489324,0.488913,0.486096,0.483838,0.483776,0.483507,0.480882,0.477325,0.474609,0.472019,0.469085,0.467402,0.467281,0.466309,0.463574,0.461512,0.461448,0.461287,0.459596,0.457812,0.456602,0.454400,0.451214,0.449418,0.449318,0.448441,0.446234,0.444705,0.443854,0.441680,0.438969,0.438459,0.439148,0.437449,0.433966,0.432844,0.434531,0.435588,0.435161,0.435114,0.434955,0.433799,0.435496,0.443510,0.452884,0.456879,0.459626,0.470957,0.489627,0.504181,0.511497,0.521554,0.540568,0.561418,0.575658,0.584438,0.591802,0.596461,0.596864,0.597106,0.600994,0.605513,0.606097,0.604229,0.604400,0.606640,0.607190,0.604925,0.602730,0.602728,0.603347,0.602103,0.599465,0.598060,0.598268,0.597091,0.592881,0.588626,0.587569,0.587999,0.586520,0.584170,0.583900,0.584070,0.580953,0.576214,0.574633,0.575555,0.574408,0.571625,0.571336,0.572139,0.569085,0.564336,0.564604,0.567239,0.561221,0.544771
0.560335,0.573307,0.553086,0.543113,0.551378,0.554160,0.545908,0.543060,0.547833,0.546017,0.536894,0.533893,0.538057,0.537805,0.532390,0.531615,0.535021,0.532925,0.525410,0.521274,0.521350,0.519611,0.516690,0.517134,0.518134,0.514677,0.510315,0.510479,0.511541,0.507883,0.502886,0.502361,0.504092,0.503144,0.500422,0.498406,0.495983,0.493292,0.493288,0.494460,0.491722,0.487039,0.487624,0.491828,0.490233,0.482541,0.478770,0.481523,0.482333,0.478034,0.475250,0.476031,0.474445,0.469998,0.469379,0.472591,0.471904,0.466191,0.462322,0.461848,0.459998,0.457049,0.456910,0.456635,0.451549,0.447259,0.451476,0.458324,0.456854,0.450222,0.449288,0.452214,0.448759,0.440657,0.439070,0.444615,0.447467,0.444786,0.441978,0.439823,0.435529,0.432693,0.435885,0.440073,0.438745,0.436169,0.438635,0.441780,0.440191,0.440105,0.448118,0.457546,0.461102,0.465889,0.479413,0.492571,0.495040,0.496483,0.512234,0.536961,0.553214,0.558959,0.566173,0.577561,0.584825,0.586850,0.591021,0.597916,0.600845,0.599692,0.601051,0.605501,0.607240,0.605358,0.604492,0.605497,0.605220,0.603986,0.604516,0.605206,0.602542,0.598393,0.597530,0.599443,0.599312,0.596039,0.593455,0.593843,0.594839,0.593398,0.590098,0.588416,0.590057,0.591856,0.589293,0.583337,0.580051,0.581625,0.582630,0.578598,0.573211,0.572103,0.574162,0.574535,0.572448,0.570560,0.569733,0.569144,0.568546,0.566911,0.562486,0.556865,0.554387,0.555390,0.555618,0.553879,0.553405,0.554009,0.551092,0.544792,0.541481,0.543292,0.544659,0.542034,0.538427,0.535937,0.532862,0.530421,0.532717,0.537711,0.537972,0.532589,0.528447,0.528018,0.526545,0.523035,0.522560,0.525184,0.524131,0.518085,0.514325,0.516420,0.519207,0.518850,0.517637,0.516307,0.512018,0.506495,0.505786,0.509212,0.508899,0.503223,0.500299,0.504353,0.508497,0.505911,0.499857,0.497280,0.498767,0.499843,0.497841,0.493689,0.489756,0.488093,0.488637,0.488628,0.486009,0.482759,0.482134,0.483654,0.483967,0.481949,0.479912,0.479936,0.481313,0.481768,0.479833,0.475819,0.470999,0.466446,0.463279,0.463136,0.466152,0.469072,0.468815,0.467358,0.468360,0.469912,0.467508,0.463554,0.464746,0.469497,0.468924,0.462139,0.458411,0.461205,0.463204,0.460948,0.460318,0.462896,0.461794,0.456076,0.453771,0.455903,0.454438,0.449944,0.451651,0.456546,0.451808,0.441990,0.445390,0.457394,0.452250,0.433695,0.444329,0.501413
0.445955,0.438396,0.444354,0.448706,0.446030,0.443531,0.445221,0.446256,0.443780,0.441996,0.443757,0.446254,0.447691,0.450102,0.453299,0.453924,0.452685,0.454613,0.460212,0.464792,0.468444,0.476781,0.488980,0.496455,0.498317,0.505909,0.524038,0.539739,0.541098,0.537120,0.544658,0.562628,0.575090,0.576345,0.576605,0.582811,0.589579,0.592239,0.594815,0.599874,0.602445,0.600243,0.599611,0.604619,0.609474,0.608840,0.607158,0.609761,0.612523,0.609571,0.604872,0.605916,0.610323,0.609480,0.603213,0.600202,0.603878,0.607676,0.606166,0.602526,0.601667,0.602482,0.601111,0.597586,0.595246,0.595825,0.597959,0.599238,0.598124,0.595042,0.592434,0.592401,0.593846,0.593456,0.589946,0.585685,0.583458,0.583132,0.582671,0.581507,0.581274,0.582876,0.584198,0.582439,0.578461,0.576333,0.577546,0.578492,0.575978,0.572367,0.571539,0.572277,0.570728,0.567787,0.567866,0.570597,0.570412,0.565549,0.561084,0.560816,0.562058,0.561331,0.559754,0.559382,0.559086,0.557729,0.557123,0.558153,0.557992,0.554778,0.551315,0.550517,0.550904,0.550300,0.550187,0.552121,0.553214,0.550062,0.544861,0.542807,0.544693,0.546258,0.544439,0.540931,0.539380,0.541018,0.543328,0.542580,0.538309,0.534733,0.535769,0.539425,0.540267,0.536914,0.533036,0.530982,0.529230,0.526949,0.526014,0.526812,0.526714,0.524761,0.523535,0.524433,0.525391,0.525149,0.525216,0.525664,0.523983,0.520637,0.520441,0.524984,0.528659,0.526376,0.520940,0.518288,0.519122,0.520016,0.519723,0.519449,0.519066,0.517751,0.516816,0.517716,0.518529,0.516422,0.512569,0.510809,0.512080,0.513694,0.513810,0.513395,0.513694,0.514427,0.514699,0.513803,0.511431,0.508705,0.508053,0.510030,0.511540,0.509863,0.507231,0.507842,0.510919,0.511077,0.506401,0.501762,0.501876,0.504879,0.506088,0.505120,0.504870,0.505330,0.503628,0.499991,0.498397,0.500057,0.501127,0.499268,0.497938,0.500570,0.504311,0.504268,0.501442,0.501056,0.504074,0.505821,0.503361,0.499341,0.497222,0.496870,0.496816,0.497451,0.499435,0.501226,0.500690,0.498086,0.495718,0.495322,0.496779,0.498612,0.499093,0.497696,0.495929,0.495867,0.497596,0.499112,0.499015,0.498211,0.498314,0.499182,0.498987,0.496831,0.494607,0.495216,0.498613,0.500987,0.499219,0.494905,0.491890,0.491085,0.490748,0.490835,0.492909,0.495965,0.496970,0.495952,0.495701,0.496111,0.494786,0.493796,0.497640,0.501916,0.493750,0.469915
0.494249,0.485329,0.493811,0.499309,0.496403,0.494564,0.497358,0.498934,0.497212,0.496020,0.495968,0.494664,0.493830,0.496293,0.498640,0.496305,0.492819,0.494582,0.499393,0.499942,0.496389,0.495511,0.498413,0.498899,0.494729,0.491667,0.494041,0.498261,0.498937,0.496491,0.495141,0.496395,0.498024,0.498255,0.497929,0.498234,0.498762,0.499162,0.500669,0.503534,0.504709,0.501814,0.498095,0.498418,0.501135,0.500343,0.496284,0.495565,0.499583,0.501625,0.498557,0.496068,0.497859,0.499229,0.497179,0.497135,0.502357,0.506056,0.502602,0.497988,0.499932,0.505417,0.507608,0.507646,0.509573,0.510566,0.506808,0.502884,0.504671,0.508368,0.507003,0.502821,0.502837,0.506648,0.508674,0.508340,0.508483,0.507899,0.504781,0.503245,0.507032,0.511089,0.508946,0.504217,0.504826,0.509528,0.510490,0.506594,0.504152,0.505943,0.508638,0.510072,0.510976,0.510518,0.507570,0.505360,0.507990,0.513337,0.515734,0.514447,0.513330,0.513435,0.512301,0.509949,0.509545,0.511918,0.514375,0.515283,0.515769,0.516612,0.516982,0.516668,0.516898,0.518354,0.519970,0.519993,0.517860,0.515510,0.516333,0.521060,0.525410,0.524769,0.520769,0.519282,0.521753,0.523441,0.521596,0.519963,0.522081,0.524911,0.523720,0.519933,0.518858,0.521455,0.523749,0.523933,0.524679,0.527320,0.528685,0.526306,0.522981,0.522733,0.524955,0.526449,0.527172,0.529271,0.531598,0.530598,0.526930,0.525725,0.528760,0.531511,0.530318,0.527633,0.527223,0.528643,0.529893,0.531441,0.533832,0.535021,0.533869,0.532869,0.533817,0.534409,0.532778,0.531477,0.532951,0.535002,0.535072,0.535036,0.537079,0.538736,0.537156,0.534737,0.535171,0.537050,0.536774,0.535018,0.535004,0.536677,0.537639,0.537876,0.538938,0.540237,0.540285,0.539815,0.540078,0.540107,0.538989,0.538548,0.540495,0.543180,0.544231,0.544183,0.544610,0.544993,0.544217,0.543113,0.543024,0.543575,0.543807,0.543917,0.544508,0.545564,0.546715,0.547165,0.545971,0.544172,0.544948,0.548842,0.551095,0.547772,0.542357,0.541457,0.545758,0.550364,0.552368,0.552520,0.551016,0.547717,0.545646,0.548223,0.553341,0.555518,0.553562,0.551216,0.550892,0.551594,0.552396,0.553442,0.553997,0.553366,0.552938,0.554141,0.555719,0.555774,0.554731,0.554022,0.554053,0.554980,0.556573,0.556660,0.553789,0.551442,0.554012,0.558999,0.560321,0.558672,0.559453,0.561218,0.558170,0.554241,0.559210,0.567445,0.558284,0.526201
0.561273,0.569451,0.558789,0.553921,0.560469,0.563896,0.559557,0.558735,0.565256,0.568354,0.562500,0.556606,0.558411,0.563446,0.564583,0.562060,0.559796,0.559439,0.560755,0.562333,0.561424,0.557772,0.555952,0.559107,0.563410,0.563987,0.562464,0.562858,0.564158,0.563241,0.561144,0.560253,0.559236,0.556746,0.555929,0.559059,0.561911,0.559908,0.556014,0.555959,0.558966,0.559928,0.558197,0.557571,0.558958,0.559201,0.557013,0.555125,0.555790,0.557609,0.557902,0.556167,0.554056,0.552754,0.551517,0.549324,0.547102,0.546485,0.546541,0.544406,0.539792,0.535864,0.534503,0.533940,0.532398,0.530370,0.527631,0.522091,0.513816,0.506150,0.500394,0.493353,0.482798,0.471580,0.463603,0.458916,0.454932,0.449462,0.441223,0.430662,0.421113,0.415594,0.412359,0.407660,0.402247,0.400005,0.400764,0.400492,0.398506,0.398179,0.400143,0.401098,0.400140,0.400302,0.402786,0.405048,0.405635,0.406344,0.408898,0.413075,0.417841,0.421391,0.421701,0.419919,0.420375,0.424200,0.427013,0.426479,0.426986,0.432203,0.438411,0.440572,0.439844,0.439843,0.440786,0.442406,0.446700,0.452658,0.454763,0.451993,0.451279,0.456588,0.462327,0.463432,0.463659,0.467129,0.470122,0.468977,0.468288,0.473092,0.479781,0.482506,0.482363,0.483239,0.484597,0.484797,0.485672,0.488285,0.490024,0.490295,0.492522,0.496953,0.498992,0.497954,0.499141,0.503936,0.506815,0.505563,0.505114,0.507816,0.509565,0.509194,0.511610,0.517611,0.520604,0.517971,0.516271,0.520480,0.526613,0.529324,0.529193,0.528973,0.529511,0.531618,0.535428,0.537296,0.534250,0.530703,0.532882,0.538323,0.539920,0.538195,0.539348,0.543137,0.543906,0.542213,0.543817,0.547869,0.547852,0.544167,0.544326,0.550022,0.554792,0.555438,0.555744,0.557799,0.558851,0.558010,0.558018,0.559433,0.559938,0.559571,0.560595,0.562718,0.563838,0.564213,0.565248,0.566287,0.566675,0.567804,0.569558,0.569126,0.566716,0.566845,0.570392,0.572061,0.569836,0.569398,0.574157,0.578639,0.577670,0.574787,0.575318,0.577814,0.578570,0.578562,0.580057,0.581677,0.581815,0.581889,0.582429,0.581314,0.578865,0.578631,0.580577,0.580103,0.576339,0.574434,0.576862,0.579335,0.578353,0.576433,0.576785,0.578344,0.578865,0.578507,0.578316,0.578442,0.578538,0.577516,0.574116,0.569867,0.568455,0.569834,0.569479,0.565842,0.562408,0.559981,0.555180,0.549083,0.546294,0.542127,0.525910,0.504035,0.501810,0.529223
0.480829,0.461286,0.462412,0.452940,0.431510,0.419767,0.422254,0.423152,0.415819,0.409499,0.409032,0.409037,0.407698,0.409363,0.413727,0.416001,0.416731,0.420091,0.424637,0.425937,0.425533,0.428055,0.432664,0.435576,0.437314,0.440011,0.441997,0.442104,0.444413,0.451814,0.459721,0.462726,0.462595,0.463770,0.466132,0.467934,0.470689,0.475503,0.479316,0.479893,0.480091,0.482915,0.486710,0.488842,0.489793,0.490777,0.491648,0.493151,0.496601,0.500103,0.500251,0.498387,0.499536,0.504442,0.508482,0.509164,0.509059,0.510820,0.514591,0.520072,0.525900,0.528063,0.524717,0.521112,0.523578,0.530256,0.534270,0.534203,0.534500,0.537086,0.539621,0.540930,0.541706,0.541272,0.539588,0.540267,0.545392,0.550137,0.549334,0.546459,0.548519,0.554552,0.557459,0.555726,0.554967,0.558054,0.561475,0.562363,0.562573,0.564214,0.566178,0.566798,0.566519,0.566690,0.567794,0.569309,0.570150,0.569730,0.569126,0.569883,0.571600,0.572798,0.573830,0.575896,0.577694,0.577043,0.575487,0.576683,0.580260,0.582273,0.581836,0.581848,0.582799,0.581757,0.578514,0.576854,0.578212,0.579557,0.579202,0.579469,0.581704,0.583438,0.582499,0.579960,0.577569,0.575836,0.575439,0.576819,0.577910,0.575866,0.571240,0.566976,0.563611,0.559154,0.553049,0.546285,0.538239,0.527392,0.514381,0.500493,0.484539,0.465720,0.448145,0.437151,0.431798,0.426307,0.418721,0.412757,0.410798,0.410557,0.410004,0.410584,0.413342,0.415993,0.416641,0.417424,0.421375,0.427503,0.432051,0.433933,0.435994,0.440328,0.444830,0.446297,0.445631,0.447170,0.452632,0.458586,0.461462,0.462582,0.465542,0.470307,0.473463,0.473989,0.475113,0.479275,0.484212,0.486331,0.486285,0.488203,0.493368,0.497690,0.497431,0.495247,0.496955,0.502935,0.507297,0.506777,0.505641,0.508813,0.514599,0.518512,0.520421,0.522620,0.524078,0.522838,0.521736,0.524972,0.530462,0.532570,0.531662,0.533602,0.539515,0.543449,0.541873,0.538989,0.540065,0.544637,0.548969,0.551289,0.552189,0.552721,0.553904,0.556165,0.558401,0.559142,0.558659,0.558559,0.559873,0.562670,0.566412,0.569733,0.571343,0.571653,0.571705,0.570933,0.568833,0.567695,0.569578,0.572025,0.572057,0.572499,0.577489,0.583583,0.583802,0.579273,0.577426,0.579546,0.580382,0.579330,0.580711,0.583476,0.582694,0.580536,0.582876,0.586457,0.584130,0.580416,0.584269,0.589114,0.582132,0.571890,0.578862,0.594780,0.583236,0.533070
